@timestamp,agent.id,agent.name,rule.id,rule.description,rule.level,rule.groups,decoder.name,location,full_log,data.audit.id
"Apr 10, 2026 @ 17:47:58.167",3,VM,80730,Auditd: SELinux permission check.,3,"audit, audit_selinux",auditd,/var/log/audit/audit.log,"type=AVC msg=audit(1775823474.890:2649631): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=9634 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1000 ouid=0FSUID=""diat"" OUID=""root"" type=SYSCALL msg=audit(1775823474.890:2649631): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=70f1c155656a a2=0 a3=0 items=1 ppid=8313 pid=9634 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4 comm=""MemoryPoller"" exe=""/snap/firefox/7967/usr/lib/firefox/firefox"" subj=snap.firefox.firefox key=(null)ARCH=x86_64 SYSCALL=openat AUID=""diat"" UID=""diat"" GID=""diat"" EUID=""diat"" SUID=""diat"" FSUID=""diat"" EGID=""diat"" SGID=""diat"" FSGID=""diat"" type=CWD msg=audit(1775823474.890:2649631): cwd=""/home/diat"" type=PATH msg=audit(1775823474.890:2649631): item=0 name=""/proc/pressure/memory"" inode=4026532081 dev=00:19 mode=0100666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1775823474.890:2649631): proctitle=""/snap/firefox/7967/usr/lib/firefox/firefox""",2649631
"Apr 10, 2026 @ 17:47:51.165",3,VM,80730,Auditd: SELinux permission check.,3,"audit, audit_selinux",auditd,/var/log/audit/audit.log,"type=AVC msg=audit(1775823469.889:2649480): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=9634 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1000 ouid=0FSUID=""diat"" OUID=""root"" type=SYSCALL msg=audit(1775823469.889:2649480): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=70f1c155656a a2=0 a3=0 items=1 ppid=8313 pid=9634 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4 comm=""MemoryPoller"" exe=""/snap/firefox/7967/usr/lib/firefox/firefox"" subj=snap.firefox.firefox key=(null)ARCH=x86_64 SYSCALL=openat AUID=""diat"" UID=""diat"" GID=""diat"" EUID=""diat"" SUID=""diat"" FSUID=""diat"" EGID=""diat"" SGID=""diat"" FSGID=""diat"" type=CWD msg=audit(1775823469.889:2649480): cwd=""/home/diat"" type=PATH msg=audit(1775823469.889:2649480): item=0 name=""/proc/pressure/memory"" inode=4026532081 dev=00:19 mode=0100666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1775823469.889:2649480): proctitle=""/snap/firefox/7967/usr/lib/firefox/firefox""",2649480
"Apr 10, 2026 @ 17:47:48.164",3,VM,80730,Auditd: SELinux permission check.,3,"audit, audit_selinux",auditd,/var/log/audit/audit.log,"type=AVC msg=audit(1775823464.888:2649428): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=9634 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1000 ouid=0FSUID=""diat"" OUID=""root"" type=SYSCALL msg=audit(1775823464.888:2649428): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=70f1c155656a a2=0 a3=0 items=1 ppid=8313 pid=9634 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4 comm=""MemoryPoller"" exe=""/snap/firefox/7967/usr/lib/firefox/firefox"" subj=snap.firefox.firefox key=(null)ARCH=x86_64 SYSCALL=openat AUID=""diat"" UID=""diat"" GID=""diat"" EUID=""diat"" SUID=""diat"" FSUID=""diat"" EGID=""diat"" SGID=""diat"" FSGID=""diat"" type=CWD msg=audit(1775823464.888:2649428): cwd=""/home/diat"" type=PATH msg=audit(1775823464.888:2649428): item=0 name=""/proc/pressure/memory"" inode=4026532081 dev=00:19 mode=0100666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1775823464.888:2649428): proctitle=""/snap/firefox/7967/usr/lib/firefox/firefox""",2649428
"Apr 10, 2026 @ 17:47:41.162",3,VM,80730,Auditd: SELinux permission check.,3,"audit, audit_selinux",auditd,/var/log/audit/audit.log,"type=AVC msg=audit(1775823459.887:2649359): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=9634 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1000 ouid=0FSUID=""diat"" OUID=""root"" type=SYSCALL msg=audit(1775823459.887:2649359): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=70f1c155656a a2=0 a3=0 items=1 ppid=8313 pid=9634 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4 comm=""MemoryPoller"" exe=""/snap/firefox/7967/usr/lib/firefox/firefox"" subj=snap.firefox.firefox key=(null)ARCH=x86_64 SYSCALL=openat AUID=""diat"" UID=""diat"" GID=""diat"" EUID=""diat"" SUID=""diat"" FSUID=""diat"" EGID=""diat"" SGID=""diat"" FSGID=""diat"" type=CWD msg=audit(1775823459.887:2649359): cwd=""/home/diat"" type=PATH msg=audit(1775823459.887:2649359): item=0 name=""/proc/pressure/memory"" inode=4026532081 dev=00:19 mode=0100666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1775823459.887:2649359): proctitle=""/snap/firefox/7967/usr/lib/firefox/firefox""",2649359
"Apr 10, 2026 @ 17:47:38.161",3,VM,80730,Auditd: SELinux permission check.,3,"audit, audit_selinux",auditd,/var/log/audit/audit.log,"type=AVC msg=audit(1775823454.869:2649266): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=9634 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1000 ouid=0FSUID=""diat"" OUID=""root"" type=SYSCALL msg=audit(1775823454.869:2649266): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=70f1c155656a a2=0 a3=0 items=1 ppid=8313 pid=9634 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4 comm=""MemoryPoller"" exe=""/snap/firefox/7967/usr/lib/firefox/firefox"" subj=snap.firefox.firefox key=(null)ARCH=x86_64 SYSCALL=openat AUID=""diat"" UID=""diat"" GID=""diat"" EUID=""diat"" SUID=""diat"" FSUID=""diat"" EGID=""diat"" SGID=""diat"" FSGID=""diat"" type=CWD msg=audit(1775823454.869:2649266): cwd=""/home/diat"" type=PATH msg=audit(1775823454.869:2649266): item=0 name=""/proc/pressure/memory"" inode=4026532081 dev=00:19 mode=0100666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1775823454.869:2649266): proctitle=""/snap/firefox/7967/usr/lib/firefox/firefox""",2649266
"Apr 10, 2026 @ 17:47:31.160",3,VM,80730,Auditd: SELinux permission check.,3,"audit, audit_selinux",auditd,/var/log/audit/audit.log,"type=AVC msg=audit(1775823449.850:2649197): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=9634 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1000 ouid=0FSUID=""diat"" OUID=""root"" type=SYSCALL msg=audit(1775823449.850:2649197): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=70f1c155656a a2=0 a3=0 items=1 ppid=8313 pid=9634 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4 comm=""MemoryPoller"" exe=""/snap/firefox/7967/usr/lib/firefox/firefox"" subj=snap.firefox.firefox key=(null)ARCH=x86_64 SYSCALL=openat AUID=""diat"" UID=""diat"" GID=""diat"" EUID=""diat"" SUID=""diat"" FSUID=""diat"" EGID=""diat"" SGID=""diat"" FSGID=""diat"" type=CWD msg=audit(1775823449.850:2649197): cwd=""/home/diat"" type=PATH msg=audit(1775823449.850:2649197): item=0 name=""/proc/pressure/memory"" inode=4026532081 dev=00:19 mode=0100666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1775823449.850:2649197): proctitle=""/snap/firefox/7967/usr/lib/firefox/firefox""",2649197
"Apr 10, 2026 @ 17:47:28.158",3,VM,80730,Auditd: SELinux permission check.,3,"audit, audit_selinux",auditd,/var/log/audit/audit.log,"type=AVC msg=audit(1775823444.849:2649075): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=9634 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1000 ouid=0FSUID=""diat"" OUID=""root"" type=SYSCALL msg=audit(1775823444.849:2649075): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=70f1c155656a a2=0 a3=0 items=1 ppid=8313 pid=9634 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4 comm=""MemoryPoller"" exe=""/snap/firefox/7967/usr/lib/firefox/firefox"" subj=snap.firefox.firefox key=(null)ARCH=x86_64 SYSCALL=openat AUID=""diat"" UID=""diat"" GID=""diat"" EUID=""diat"" SUID=""diat"" FSUID=""diat"" EGID=""diat"" SGID=""diat"" FSGID=""diat"" type=CWD msg=audit(1775823444.849:2649075): cwd=""/home/diat"" type=PATH msg=audit(1775823444.849:2649075): item=0 name=""/proc/pressure/memory"" inode=4026532081 dev=00:19 mode=0100666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1775823444.849:2649075): proctitle=""/snap/firefox/7967/usr/lib/firefox/firefox""",2649075
"Apr 10, 2026 @ 17:47:21.157",3,VM,80730,Auditd: SELinux permission check.,3,"audit, audit_selinux",auditd,/var/log/audit/audit.log,"type=AVC msg=audit(1775823439.814:2648994): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=9634 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1000 ouid=0FSUID=""diat"" OUID=""root"" type=SYSCALL msg=audit(1775823439.814:2648994): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=70f1c155656a a2=0 a3=0 items=1 ppid=8313 pid=9634 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4 comm=""MemoryPoller"" exe=""/snap/firefox/7967/usr/lib/firefox/firefox"" subj=snap.firefox.firefox key=(null)ARCH=x86_64 SYSCALL=openat AUID=""diat"" UID=""diat"" GID=""diat"" EUID=""diat"" SUID=""diat"" FSUID=""diat"" EGID=""diat"" SGID=""diat"" FSGID=""diat"" type=CWD msg=audit(1775823439.814:2648994): cwd=""/home/diat"" type=PATH msg=audit(1775823439.814:2648994): item=0 name=""/proc/pressure/memory"" inode=4026532081 dev=00:19 mode=0100666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1775823439.814:2648994): proctitle=""/snap/firefox/7967/usr/lib/firefox/firefox""",2648994
"Apr 10, 2026 @ 17:47:18.156",3,VM,80730,Auditd: SELinux permission check.,3,"audit, audit_selinux",auditd,/var/log/audit/audit.log,"type=AVC msg=audit(1775823434.813:2648942): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=9634 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1000 ouid=0FSUID=""diat"" OUID=""root"" type=SYSCALL msg=audit(1775823434.813:2648942): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=70f1c155656a a2=0 a3=0 items=1 ppid=8313 pid=9634 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4 comm=""MemoryPoller"" exe=""/snap/firefox/7967/usr/lib/firefox/firefox"" subj=snap.firefox.firefox key=(null)ARCH=x86_64 SYSCALL=openat AUID=""diat"" UID=""diat"" GID=""diat"" EUID=""diat"" SUID=""diat"" FSUID=""diat"" EGID=""diat"" SGID=""diat"" FSGID=""diat"" type=CWD msg=audit(1775823434.813:2648942): cwd=""/home/diat"" type=PATH msg=audit(1775823434.813:2648942): item=0 name=""/proc/pressure/memory"" inode=4026532081 dev=00:19 mode=0100666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1775823434.813:2648942): proctitle=""/snap/firefox/7967/usr/lib/firefox/firefox""",2648942
"Apr 10, 2026 @ 17:47:11.154",3,VM,80730,Auditd: SELinux permission check.,3,"audit, audit_selinux",auditd,/var/log/audit/audit.log,"type=AVC msg=audit(1775823429.806:2648790): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=9634 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1000 ouid=0FSUID=""diat"" OUID=""root"" type=SYSCALL msg=audit(1775823429.806:2648790): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=70f1c155656a a2=0 a3=0 items=1 ppid=8313 pid=9634 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4 comm=""MemoryPoller"" exe=""/snap/firefox/7967/usr/lib/firefox/firefox"" subj=snap.firefox.firefox key=(null)ARCH=x86_64 SYSCALL=openat AUID=""diat"" UID=""diat"" GID=""diat"" EUID=""diat"" SUID=""diat"" FSUID=""diat"" EGID=""diat"" SGID=""diat"" FSGID=""diat"" type=CWD msg=audit(1775823429.806:2648790): cwd=""/home/diat"" type=PATH msg=audit(1775823429.806:2648790): item=0 name=""/proc/pressure/memory"" inode=4026532081 dev=00:19 mode=0100666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1775823429.806:2648790): proctitle=""/snap/firefox/7967/usr/lib/firefox/firefox""",2648790
"Apr 10, 2026 @ 17:47:08.153",3,VM,80730,Auditd: SELinux permission check.,3,"audit, audit_selinux",auditd,/var/log/audit/audit.log,"type=AVC msg=audit(1775823424.795:2648524): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=9634 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1000 ouid=0FSUID=""diat"" OUID=""root"" type=SYSCALL msg=audit(1775823424.795:2648524): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=70f1c155656a a2=0 a3=0 items=1 ppid=8313 pid=9634 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4 comm=""MemoryPoller"" exe=""/snap/firefox/7967/usr/lib/firefox/firefox"" subj=snap.firefox.firefox key=(null)ARCH=x86_64 SYSCALL=openat AUID=""diat"" UID=""diat"" GID=""diat"" EUID=""diat"" SUID=""diat"" FSUID=""diat"" EGID=""diat"" SGID=""diat"" FSGID=""diat"" type=CWD msg=audit(1775823424.795:2648524): cwd=""/home/diat"" type=PATH msg=audit(1775823424.795:2648524): item=0 name=""/proc/pressure/memory"" inode=4026532081 dev=00:19 mode=0100666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1775823424.795:2648524): proctitle=""/snap/firefox/7967/usr/lib/firefox/firefox""",2648524
"Apr 10, 2026 @ 17:47:01.152",3,VM,80730,Auditd: SELinux permission check.,3,"audit, audit_selinux",auditd,/var/log/audit/audit.log,"type=AVC msg=audit(1775823419.769:2648453): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=9634 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1000 ouid=0FSUID=""diat"" OUID=""root"" type=SYSCALL msg=audit(1775823419.769:2648453): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=70f1c155656a a2=0 a3=0 items=1 ppid=8313 pid=9634 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4 comm=""MemoryPoller"" exe=""/snap/firefox/7967/usr/lib/firefox/firefox"" subj=snap.firefox.firefox key=(null)ARCH=x86_64 SYSCALL=openat AUID=""diat"" UID=""diat"" GID=""diat"" EUID=""diat"" SUID=""diat"" FSUID=""diat"" EGID=""diat"" SGID=""diat"" FSGID=""diat"" type=CWD msg=audit(1775823419.769:2648453): cwd=""/home/diat"" type=PATH msg=audit(1775823419.769:2648453): item=0 name=""/proc/pressure/memory"" inode=4026532081 dev=00:19 mode=0100666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1775823419.769:2648453): proctitle=""/snap/firefox/7967/usr/lib/firefox/firefox""",2648453
"Apr 10, 2026 @ 17:46:58.150",3,VM,80730,Auditd: SELinux permission check.,3,"audit, audit_selinux",auditd,/var/log/audit/audit.log,"type=AVC msg=audit(1775823414.751:2648292): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=9634 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1000 ouid=0FSUID=""diat"" OUID=""root"" type=SYSCALL msg=audit(1775823414.751:2648292): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=70f1c155656a a2=0 a3=0 items=1 ppid=8313 pid=9634 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4 comm=""MemoryPoller"" exe=""/snap/firefox/7967/usr/lib/firefox/firefox"" subj=snap.firefox.firefox key=(null)ARCH=x86_64 SYSCALL=openat AUID=""diat"" UID=""diat"" GID=""diat"" EUID=""diat"" SUID=""diat"" FSUID=""diat"" EGID=""diat"" SGID=""diat"" FSGID=""diat"" type=CWD msg=audit(1775823414.751:2648292): cwd=""/home/diat"" type=PATH msg=audit(1775823414.751:2648292): item=0 name=""/proc/pressure/memory"" inode=4026532081 dev=00:19 mode=0100666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1775823414.751:2648292): proctitle=""/snap/firefox/7967/usr/lib/firefox/firefox""",2648292
"Apr 10, 2026 @ 17:46:55.150",3,VM,80730,Auditd: SELinux permission check.,3,"audit, audit_selinux",auditd,/var/log/audit/audit.log,"type=AVC msg=audit(1775823409.744:2648241): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=9634 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1000 ouid=0FSUID=""diat"" OUID=""root"" type=SYSCALL msg=audit(1775823409.744:2648241): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=70f1c155656a a2=0 a3=0 items=1 ppid=8313 pid=9634 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4 comm=""MemoryPoller"" exe=""/snap/firefox/7967/usr/lib/firefox/firefox"" subj=snap.firefox.firefox key=(null)ARCH=x86_64 SYSCALL=openat AUID=""diat"" UID=""diat"" GID=""diat"" EUID=""diat"" SUID=""diat"" FSUID=""diat"" EGID=""diat"" SGID=""diat"" FSGID=""diat"" type=CWD msg=audit(1775823409.744:2648241): cwd=""/home/diat"" type=PATH msg=audit(1775823409.744:2648241): item=0 name=""/proc/pressure/memory"" inode=4026532081 dev=00:19 mode=0100666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1775823409.744:2648241): proctitle=""/snap/firefox/7967/usr/lib/firefox/firefox""",2648241
"Apr 10, 2026 @ 17:46:55.149",3,VM,80730,Auditd: SELinux permission check.,3,"audit, audit_selinux",auditd,/var/log/audit/audit.log,"type=AVC msg=audit(1775823404.700:2648210): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=9634 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1000 ouid=0FSUID=""diat"" OUID=""root"" type=SYSCALL msg=audit(1775823404.700:2648210): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=70f1c155656a a2=0 a3=0 items=1 ppid=8313 pid=9634 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4 comm=""MemoryPoller"" exe=""/snap/firefox/7967/usr/lib/firefox/firefox"" subj=snap.firefox.firefox key=(null)ARCH=x86_64 SYSCALL=openat AUID=""diat"" UID=""diat"" GID=""diat"" EUID=""diat"" SUID=""diat"" FSUID=""diat"" EGID=""diat"" SGID=""diat"" FSGID=""diat"" type=CWD msg=audit(1775823404.700:2648210): cwd=""/home/diat"" type=PATH msg=audit(1775823404.700:2648210): item=0 name=""/proc/pressure/memory"" inode=4026532081 dev=00:19 mode=0100666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1775823404.700:2648210): proctitle=""/snap/firefox/7967/usr/lib/firefox/firefox""",2648210
"Apr 10, 2026 @ 17:46:20.146",3,VM,80730,Auditd: SELinux permission check.,3,"audit, audit_selinux",auditd,/var/log/audit/audit.log,"type=AVC msg=audit(1775823375.734:2647797): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=9634 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1000 ouid=0FSUID=""diat"" OUID=""root"" type=SYSCALL msg=audit(1775823375.734:2647797): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=70f1c155656a a2=0 a3=0 items=1 ppid=8313 pid=9634 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4 comm=""MemoryPoller"" exe=""/snap/firefox/7967/usr/lib/firefox/firefox"" subj=snap.firefox.firefox key=(null)ARCH=x86_64 SYSCALL=openat AUID=""diat"" UID=""diat"" GID=""diat"" EUID=""diat"" SUID=""diat"" FSUID=""diat"" EGID=""diat"" SGID=""diat"" FSGID=""diat"" type=CWD msg=audit(1775823375.734:2647797): cwd=""/home/diat"" type=PATH msg=audit(1775823375.734:2647797): item=0 name=""/proc/pressure/memory"" inode=4026532081 dev=00:19 mode=0100666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1775823375.734:2647797): proctitle=""/snap/firefox/7967/usr/lib/firefox/firefox""",2647797
"Apr 10, 2026 @ 17:46:13.145",3,VM,80730,Auditd: SELinux permission check.,3,"audit, audit_selinux",auditd,/var/log/audit/audit.log,"type=AVC msg=audit(1775823370.655:2647725): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=9634 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1000 ouid=0FSUID=""diat"" OUID=""root"" type=SYSCALL msg=audit(1775823370.655:2647725): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=70f1c155656a a2=0 a3=0 items=1 ppid=8313 pid=9634 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4 comm=""MemoryPoller"" exe=""/snap/firefox/7967/usr/lib/firefox/firefox"" subj=snap.firefox.firefox key=(null)ARCH=x86_64 SYSCALL=openat AUID=""diat"" UID=""diat"" GID=""diat"" EUID=""diat"" SUID=""diat"" FSUID=""diat"" EGID=""diat"" SGID=""diat"" FSGID=""diat"" type=CWD msg=audit(1775823370.655:2647725): cwd=""/home/diat"" type=PATH msg=audit(1775823370.655:2647725): item=0 name=""/proc/pressure/memory"" inode=4026532081 dev=00:19 mode=0100666 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1775823370.655:2647725): proctitle=""/snap/firefox/7967/usr/lib/firefox/firefox""",2647725
